fold,split,subject,nsdId_1,nsdId_2,same_image,repeat_pair,similarity,session_1,session_2
fold_01,train,2,3842,36067,0,1-2,0.7936071045634521,24,7
fold_01,train,2,3847,3847,1,1-2,0.9520109266541485,9,10
fold_01,train,2,3847,27878,0,1-2,0.824962651176659,9,20
fold_01,train,2,3856,3856,1,1-2,0.9517922165855792,11,12
fold_01,train,2,3856,7948,0,1-2,0.8946851217939735,11,25
fold_01,train,2,3913,3913,1,1-2,0.8657525806996492,10,10
fold_01,train,2,3913,68858,0,1-2,0.8484510524567235,10,15
fold_01,train,2,3951,3951,1,1-2,0.8933028662121357,7,11
fold_01,train,2,3951,50734,0,1-2,0.8479118137478002,7,6
fold_01,train,2,4051,4051,1,1-2,0.9182393235114122,23,23
fold_01,train,2,4051,3434,0,1-2,0.8748540025326713,23,25
fold_01,train,2,4058,4058,1,1-2,0.9168106907173377,14,15
fold_01,train,2,4058,61177,0,1-2,0.8058650027497188,14,27
fold_01,train,2,4129,4129,1,1-2,0.9232965237944974,24,24
fold_01,train,2,4129,65799,0,1-2,0.71248529264085,24,11
fold_01,train,2,4156,4156,1,1-2,0.9129413441810391,24,24
fold_01,train,2,4156,26720,0,1-2,0.893342651705108,24,4
fold_01,train,2,4249,4249,1,1-2,0.9364451132930655,7,11
fold_01,train,2,4249,18690,0,1-2,0.7516025007728396,7,18
fold_01,train,2,4423,4423,1,1-2,0.8681757698339487,15,15
fold_01,train,2,4423,10006,0,1-2,0.8370332601310576,15,18
fold_01,train,2,4436,4436,1,1-2,0.9166509488936684,9,24
fold_01,train,2,4436,53511,0,1-2,0.8367921259379391,9,14
fold_01,train,2,4612,4612,1,1-2,0.9249228345430914,28,30
fold_01,train,2,4612,66330,0,1-2,0.7794486351774084,28,9
fold_01,train,2,4667,4667,1,1-2,0.8547806521232633,20,20
fold_01,train,2,4667,30563,0,1-2,0.8279799299388835,20,27
fold_01,train,2,4690,4690,1,1-2,0.8166254036397276,14,14
fold_01,train,2,4690,28068,0,1-2,0.7978409086184461,14,9
fold_01,train,2,4768,4768,1,1-2,0.9076253215798212,25,25
fold_01,train,2,4768,43689,0,1-2,0.834702535133175,25,15
fold_01,train,2,4786,4786,1,1-2,0.9313054629604884,1,1
fold_01,train,2,4786,47290,0,1-2,0.8821883013125473,1,7
fold_01,train,2,4835,4835,1,1-2,0.9444174670108973,9,23
fold_01,train,2,4835,57046,0,1-2,0.8840658737921226,9,9
fold_01,train,2,4869,4869,1,1-2,0.941936482022269,19,30
fold_01,train,2,4869,48508,0,1-2,0.8620907366068692,19,15
fold_01,train,2,4892,4892,1,1-2,0.9190890373908882,12,18
fold_01,train,2,4892,33131,0,1-2,0.8696270146162992,12,12
fold_01,train,2,4930,4930,1,1-2,0.9495852806883855,1,4
fold_01,train,2,4930,71894,0,1-2,0.7566001667580995,1,15
fold_01,train,2,5034,5034,1,1-2,0.9005547037706767,17,18
fold_01,train,2,5034,18543,0,1-2,0.7637434698503434,17,8
fold_01,train,2,5106,5106,1,1-2,0.922331688964537,27,27
fold_01,train,2,5106,37436,0,1-2,0.7797880401704116,27,17
fold_01,train,2,5204,5204,1,1-2,0.9410105623173183,16,23
fold_01,train,2,5204,31964,0,1-2,0.858187605277045,16,6
fold_01,train,2,5301,5301,1,1-2,0.9202334462116305,1,20
fold_01,train,2,5301,3682,0,1-2,0.7789987390486321,1,7
fold_01,train,2,5338,5338,1,1-2,0.8259042642683885,26,26
fold_01,train,2,5338,39289,0,1-2,0.6767462329371032,26,14
fold_01,train,2,5459,5459,1,1-2,0.8410507299028176,15,16
fold_01,train,2,5459,60553,0,1-2,0.7828877402325641,15,21
fold_01,train,2,5542,5542,1,1-2,0.9403041839895725,6,6
fold_01,train,2,5542,40235,0,1-2,0.7519045406358756,6,27
fold_01,train,2,5583,5583,1,1-2,0.9466683123107693,19,19
fold_01,train,2,5583,53370,0,1-2,0.7402369933897451,19,20
fold_01,train,2,5602,5602,1,1-2,0.8890684725487628,1,2
fold_01,train,2,5602,61809,0,1-2,0.7066860504842126,1,18
fold_01,train,2,5714,5714,1,1-2,0.955752322537468,11,25
fold_01,train,2,5714,25693,0,1-2,0.857994644169398,11,26
fold_01,train,2,6199,6199,1,1-2,0.9113592395666806,20,24
fold_01,train,2,6199,52302,0,1-2,0.8617843257874284,20,14
fold_01,train,2,6222,6222,1,1-2,0.8649327666078063,20,20
fold_01,train,2,6222,5106,0,1-2,0.8767831912982296,20,27
fold_01,train,2,6431,6431,1,1-2,0.9516245601699531,1,6
fold_01,train,2,6431,61873,0,1-2,0.8681177183740557,1,8
fold_01,train,2,6444,6444,1,1-2,0.8370819032731823,12,12
fold_01,train,2,6444,69614,0,1-2,0.806141152732798,12,19
fold_01,train,2,6489,6489,1,1-2,0.8901394703226955,18,25
fold_01,train,2,6489,58164,0,1-2,0.8465370960667212,18,27
fold_01,train,2,6514,6514,1,1-2,0.9431491376047495,19,26
fold_01,train,2,6514,11942,0,1-2,0.7778980817313458,19,10
fold_01,train,2,6521,6521,1,1-2,0.9451619379895404,5,5
fold_01,train,2,6521,56154,0,1-2,0.8300137297092346,5,21
fold_01,train,2,6558,6558,1,1-2,0.9287768752297364,1,1
fold_01,train,2,6558,7207,0,1-2,0.7753752392946098,1,3
fold_01,train,2,6801,6801,1,1-2,0.9444968467083393,12,13
fold_01,train,2,6801,55408,0,1-2,0.8021384029382369,12,20
fold_01,train,2,7007,7007,1,1-2,0.9163037912568847,18,24
fold_01,train,2,7007,62683,0,1-2,0.8083538803084734,18,21
fold_01,train,2,7039,7039,1,1-2,0.8517383730584117,14,14
fold_01,train,2,7039,19933,0,1-2,0.8074497886625623,14,6
fold_01,train,2,7120,7120,1,1-2,0.7506445419598882,18,25
fold_01,train,2,7120,25693,0,1-2,0.7890647940758413,18,26
fold_01,train,2,7207,7207,1,1-2,0.9635835250706347,2,3
fold_01,train,2,7207,58096,0,1-2,0.8779186558066563,2,7
fold_01,train,2,7366,7366,1,1-2,0.9259668690933851,13,13
fold_01,train,2,7366,21508,0,1-2,0.8261988985630085,13,28
fold_01,train,2,7409,7409,1,1-2,0.8856587135474715,15,29
fold_01,train,2,7409,8394,0,1-2,0.854477662199161,15,10
fold_01,train,2,7418,7418,1,1-2,0.9036734611335755,15,16
fold_01,train,2,7418,62561,0,1-2,0.8065641263451412,15,10
fold_01,train,2,7480,7480,1,1-2,0.9514905402219332,20,21
fold_01,train,2,7480,28751,0,1-2,0.935948527244553,20,4
fold_01,train,2,7654,7654,1,1-2,0.9572840057822137,5,16
fold_01,train,2,7654,21192,0,1-2,0.8110469622412113,5,9
fold_01,train,2,7840,7840,1,1-2,0.8993900231440514,2,3
fold_01,train,2,7840,44052,0,1-2,0.8297217012290462,2,14
fold_01,train,2,7859,7859,1,1-2,0.8972388727709553,2,4
fold_01,train,2,7859,65376,0,1-2,0.8124231614179713,2,16
fold_01,train,2,7944,7944,1,1-2,0.9095366204419386,4,25
fold_01,train,2,7944,22263,0,1-2,0.8979357664424295,4,4
fold_01,train,2,7948,7948,1,1-2,0.883132678367339,25,25
fold_01,train,2,7948,3434,0,1-2,0.7025233246241545,25,25
fold_01,train,2,7954,7954,1,1-2,0.9279741293449126,19,29
fold_01,train,2,7954,8225,0,1-2,0.7688998710369948,19,25
fold_01,train,2,8006,8006,1,1-2,0.8230485067827079,2,9
fold_01,train,2,8006,38246,0,1-2,0.8456022766606727,2,15
fold_01,train,2,8109,8109,1,1-2,0.9585294080775719,2,3
fold_01,train,2,8109,9847,0,1-2,0.8792831687154662,2,18
fold_01,train,2,8204,8204,1,1-2,0.906962071017367,23,24
fold_01,train,2,8204,7859,0,1-2,0.7328924408836474,23,4
fold_01,train,2,8225,8225,1,1-2,0.8840451461418044,25,25
fold_01,train,2,8225,36623,0,1-2,0.8060308515143746,25,23
fold_01,train,2,8387,8387,1,1-2,0.9214051428312429,15,30
fold_01,train,2,8387,13653,0,1-2,0.9092503780626878,15,28
fold_01,train,2,8394,8394,1,1-2,0.8037371747186086,10,10
fold_01,train,2,8394,30954,0,1-2,0.8251820182332051,10,30
fold_01,train,2,8415,8415,1,1-2,0.9103757284514306,7,17
fold_01,train,2,8415,65253,0,1-2,0.8448168691227774,7,13
fold_01,train,2,8435,8435,1,1-2,0.929997406076393,19,19
fold_01,train,2,8435,19933,0,1-2,0.8591644765698339,19,6
fold_01,train,2,8465,8465,1,1-2,0.8756770891621257,23,27
fold_01,train,2,8465,44144,0,1-2,0.8319013264564554,23,19
fold_01,train,2,8509,8509,1,1-2,0.8828566342602353,16,21
fold_01,train,2,8509,8415,0,1-2,0.8339351135157981,16,17
fold_01,train,2,8646,8646,1,1-2,0.8991966466670885,21,21
fold_01,train,2,8646,38297,0,1-2,0.8678635465649998,21,17
fold_01,train,2,8807,8807,1,1-2,0.905377672154125,3,6
fold_01,train,2,8807,9865,0,1-2,0.8635431503307,3,25
fold_01,train,2,8843,8843,1,1-2,0.9619954017128759,13,14
fold_01,train,2,8843,44980,0,1-2,0.8732793732899574,13,1
fold_01,train,2,8933,8933,1,1-2,0.9316824116392652,2,22
fold_01,train,2,8933,43820,0,1-2,0.854997157136284,2,14
fold_01,train,2,9027,9027,1,1-2,0.8590518972008849,2,22
fold_01,train,2,9027,41710,0,1-2,0.7667286795696003,2,22
fold_01,train,2,9048,9048,1,1-2,0.9656626016614789,2,2
fold_01,train,2,9048,64295,0,1-2,0.7823363869142395,2,16
fold_01,train,2,9147,9147,1,1-2,0.8598713383892655,3,3
fold_01,train,2,9147,47408,0,1-2,0.8342611790111465,3,5
fold_01,train,2,9230,9230,1,1-2,0.9094179408478531,2,29
fold_01,train,2,9230,69214,0,1-2,0.879049187543096,2,5
fold_01,train,2,9434,9434,1,1-2,0.9396327476494334,2,3
fold_01,train,2,9434,43465,0,1-2,0.851999816376356,2,30
fold_01,train,2,9722,9722,1,1-2,0.9545049105441553,6,11
fold_01,train,2,9722,41814,0,1-2,0.8291338995381315,6,23
fold_01,train,2,9847,9847,1,1-2,0.8332419026553014,6,18
fold_01,train,2,9847,20633,0,1-2,0.7940035643448032,6,6
fold_01,train,2,9865,9865,1,1-2,0.8770563268480948,23,25
fold_01,train,2,9865,53370,0,1-2,0.7643450718355532,23,20
fold_01,train,2,9917,9917,1,1-2,0.913222621939314,1,1
fold_01,train,2,9917,33171,0,1-2,0.7222422336354498,1,22
fold_01,train,2,10006,10006,1,1-2,0.9462515302786728,18,18
fold_01,train,2,10006,31659,0,1-2,0.8054678047574145,18,18
fold_01,train,2,10046,10046,1,1-2,0.9313649211764048,14,15
fold_01,train,2,10046,56269,0,1-2,0.8283189801448942,14,29
fold_01,train,2,10064,10064,1,1-2,0.9470755489077674,6,6
fold_01,train,2,10064,65148,0,1-2,0.828827952197068,6,20
fold_01,train,2,10105,10105,1,1-2,0.922092579927919,19,30
fold_01,train,2,10105,36910,0,1-2,0.8233771561819695,19,2
fold_01,train,2,10107,10107,1,1-2,0.9438274529815677,4,5
fold_01,train,2,10107,55107,0,1-2,0.8702953045910209,4,25
fold_01,train,2,10244,10244,1,1-2,0.9492623030085602,7,17
fold_01,train,2,10244,25091,0,1-2,0.825787568224565,7,18
fold_01,train,2,10471,10471,1,1-2,0.9439714762702016,6,6
fold_01,train,2,10471,6558,0,1-2,0.7602661808275417,6,1
fold_01,train,2,10507,10507,1,1-2,0.925536755658223,5,29
fold_01,train,2,10507,61122,0,1-2,0.8093713098746174,5,29
fold_01,train,2,10610,10610,1,1-2,0.9005199548201537,6,19
fold_01,train,2,10610,60867,0,1-2,0.7611222134473818,6,27
fold_01,train,2,11159,11159,1,1-2,0.9022058432352016,1,4
fold_01,train,2,11159,25588,0,1-2,0.7959065053988816,1,25
fold_01,train,2,11333,11333,1,1-2,0.928305346102161,3,30
fold_01,train,2,11333,53270,0,1-2,0.8290290880158421,3,22
fold_01,train,2,11487,11487,1,1-2,0.7855428324225286,23,23
fold_01,train,2,11487,43619,0,1-2,0.6994991270530261,23,10
fold_01,train,2,11521,11521,1,1-2,0.9415093622524083,3,16
fold_01,train,2,11521,3687,0,1-2,0.851933767392791,3,26
fold_01,train,2,11617,11617,1,1-2,0.9302646461296484,2,11
fold_01,train,2,11617,29980,0,1-2,0.8511591556211147,2,26
fold_01,train,2,11635,11635,1,1-2,0.8410082790673333,18,18
fold_01,train,2,11635,69854,0,1-2,0.7844477551354481,18,21
fold_01,train,2,11689,11689,1,1-2,0.9564170799663242,6,6
fold_01,train,2,11689,44720,0,1-2,0.8784656430739528,6,4
fold_01,train,2,11725,11725,1,1-2,0.923020170851795,19,20
fold_01,train,2,11725,36623,0,1-2,0.8296129913230893,19,23
fold_01,train,2,11796,11796,1,1-2,0.9258258871147613,10,14
fold_01,train,2,11796,3809,0,1-2,0.7596904744835834,10,17
fold_01,train,2,11837,11837,1,1-2,0.9353929336023448,2,11
fold_01,train,2,11837,66330,0,1-2,0.7485960493362036,2,9
fold_01,train,2,11844,11844,1,1-2,0.8794193654781471,4,20
fold_01,train,2,11844,46150,0,1-2,0.7911904218536041,4,6
fold_01,train,2,11932,11932,1,1-2,0.9478572628774843,2,9
fold_01,train,2,11932,5106,0,1-2,0.8580749563683385,2,27
fold_01,train,2,11942,11942,1,1-2,0.9458446307160304,1,10
fold_01,train,2,11942,29837,0,1-2,0.819994478481714,1,15
fold_01,train,2,11952,11952,1,1-2,0.9354156459967355,13,16
fold_01,train,2,11952,50734,0,1-2,0.8008782342737488,13,6
fold_01,train,2,12308,12308,1,1-2,0.8989752229964324,4,11
fold_01,train,2,12308,70232,0,1-2,0.8534181361504981,4,9
fold_01,train,2,12634,12634,1,1-2,0.9551723594083096,8,15
fold_01,train,2,12634,15819,0,1-2,0.6960952726754106,8,7
fold_01,train,2,12685,12685,1,1-2,0.8979910457617774,3,27
fold_01,train,2,12685,11952,0,1-2,0.8554455841156049,3,16
fold_01,train,2,12796,12796,1,1-2,0.9272500556781104,2,2
fold_01,train,2,12796,40548,0,1-2,0.8576363174690195,2,24
fold_01,train,2,12798,12798,1,1-2,0.8927556139678208,14,16
fold_01,train,2,12798,30081,0,1-2,0.8405091013937368,14,2
fold_01,train,2,12922,12922,1,1-2,0.8512806231524618,3,20
fold_01,train,2,12922,17048,0,1-2,0.7608591544413034,3,27
fold_01,train,2,12937,12937,1,1-2,0.8673836070306166,30,30
fold_01,train,2,12937,71450,0,1-2,0.8030168380357897,30,18
fold_01,train,2,13138,13138,1,1-2,0.8936197570522985,2,7
fold_01,train,2,13138,14644,0,1-2,0.8415623139146711,2,5
fold_01,train,2,13230,13230,1,1-2,0.9095251108874406,11,21
fold_01,train,2,13230,3682,0,1-2,0.7802276404029863,11,7
fold_01,train,2,13312,13312,1,1-2,0.948810406374836,12,14
fold_01,train,2,13312,70095,0,1-2,0.8641392880448132,12,12
fold_01,train,2,13314,13314,1,1-2,0.9156372695627574,13,14
fold_01,train,2,13314,14528,0,1-2,0.855342128518681,13,1
fold_01,train,2,13613,13613,1,1-2,0.9190260281756036,4,8
fold_01,train,2,13613,18543,0,1-2,0.7615822020350146,4,8
fold_01,train,2,13653,13653,1,1-2,0.9458917734030936,18,28
fold_01,train,2,13653,9917,0,1-2,0.8325787503561426,18,1
fold_01,train,2,13662,13662,1,1-2,0.9689583152798622,3,30
fold_01,train,2,13662,5602,0,1-2,0.8625418060718832,3,2
fold_01,train,2,13720,13720,1,1-2,0.9317734417194782,11,12
fold_01,train,2,13720,66464,0,1-2,0.7419737843452271,11,27
fold_01,train,2,14121,14121,1,1-2,0.8353053023524608,1,14
fold_01,train,2,14121,7948,0,1-2,0.8567751649164158,1,25
fold_01,train,2,14179,14179,1,1-2,0.8668438145070888,20,24
fold_01,train,2,14179,68471,0,1-2,0.7681866667214046,20,19
fold_01,train,2,14528,14528,1,1-2,0.9261898142894117,1,1
fold_01,train,2,14528,34126,0,1-2,0.840653984882938,1,10
fold_01,train,2,14594,14594,1,1-2,0.9386556107924745,2,2
fold_01,train,2,14594,7039,0,1-2,0.8045907071623546,2,14
fold_01,train,2,14610,14610,1,1-2,0.9563752255772736,22,22
fold_01,train,2,14610,32307,0,1-2,0.8269553808565122,22,3
fold_01,train,2,14644,14644,1,1-2,0.9279544205794371,2,5
fold_01,train,2,14644,43428,0,1-2,0.8695154687195097,2,6
fold_01,train,2,14793,14793,1,1-2,0.8481254479867055,2,17
fold_01,train,2,14793,53728,0,1-2,0.7843360517766688,2,16
fold_01,train,2,14808,14808,1,1-2,0.8924005013558945,17,24
fold_01,train,2,14808,41097,0,1-2,0.7909023547261739,17,8
fold_01,train,2,14820,14820,1,1-2,0.9165336190248565,12,18
fold_01,train,2,14820,26458,0,1-2,0.8345023390834465,12,2
fold_01,train,2,14898,14898,1,1-2,0.918127364644001,13,14
fold_01,train,2,14898,42214,0,1-2,0.8251039769058297,13,17
fold_01,train,2,14931,14931,1,1-2,0.8987149072977478,15,18
fold_01,train,2,14931,56681,0,1-2,0.8782976176021372,15,16
fold_01,train,2,15003,15003,1,1-2,0.9354113320411382,14,14
fold_01,train,2,15003,28189,0,1-2,0.8644151655657621,14,22
fold_01,train,2,15364,15364,1,1-2,0.8849524400613051,19,19
fold_01,train,2,15364,61873,0,1-2,0.8483977548087873,19,8
fold_01,train,2,15492,15492,1,1-2,0.9247597096830649,1,25
fold_01,train,2,15492,59284,0,1-2,0.7448534400671796,1,16
fold_01,train,2,15506,15506,1,1-2,0.9383798169625911,8,8
fold_01,train,2,15506,42980,0,1-2,0.8722949033413346,8,20
fold_01,train,2,15819,15819,1,1-2,0.878211618816508,6,7
fold_01,train,2,15819,39369,0,1-2,0.7837914513771711,6,6
fold_01,train,2,15939,15939,1,1-2,0.9381595654018311,2,5
fold_01,train,2,15939,22967,0,1-2,0.828660145031337,2,3
fold_01,train,2,16063,16063,1,1-2,0.8707763641738686,11,21
fold_01,train,2,16063,61873,0,1-2,0.8400969913970527,11,8
fold_01,train,2,16252,16252,1,1-2,0.8995662195201701,12,12
fold_01,train,2,16252,10105,0,1-2,0.7649170824681757,12,30
fold_01,train,2,16344,16344,1,1-2,0.9022000543656603,2,6
fold_01,train,2,16344,10471,0,1-2,0.739701607831417,2,6
fold_01,train,2,16466,16466,1,1-2,0.917977659531028,5,30
fold_01,train,2,16466,25284,0,1-2,0.6732501496112362,5,6
fold_01,train,2,16616,16616,1,1-2,0.8946163593687267,26,26
fold_01,train,2,16616,22993,0,1-2,0.7612658300666403,26,27
fold_01,train,2,16702,16702,1,1-2,0.9090517761937144,2,4
fold_01,train,2,16702,14644,0,1-2,0.8527282133295587,2,5
fold_01,train,2,16723,16723,1,1-2,0.9279652813822168,1,7
fold_01,train,2,16723,28788,0,1-2,0.9205937044401704,1,30
fold_01,train,2,16823,16823,1,1-2,0.9068226129105939,6,6
fold_01,train,2,16823,48530,0,1-2,0.7660921327042707,6,26
fold_01,train,2,16917,16917,1,1-2,0.9523564728746775,4,5
fold_01,train,2,16917,7039,0,1-2,0.8767024229104987,4,14
fold_01,train,2,17048,17048,1,1-2,0.9328217274193524,17,27
fold_01,train,2,17048,9048,0,1-2,0.8391929953843223,17,2
fold_01,train,2,17238,17238,1,1-2,0.9503693359660204,13,20
fold_01,train,2,17238,55526,0,1-2,0.8469998315135824,13,16
fold_01,train,2,17374,17374,1,1-2,0.9512716629230542,12,14
fold_01,train,2,17374,38022,0,1-2,0.8416517264217872,12,14
fold_01,train,2,17450,17450,1,1-2,0.8876062447202843,18,19
fold_01,train,2,17450,54257,0,1-2,0.7823085970038093,18,14
fold_01,train,2,17463,17463,1,1-2,0.9250004771273282,15,17
fold_01,train,2,17463,35790,0,1-2,0.8091362236134141,15,30
fold_01,train,2,17485,17485,1,1-2,0.9236942676119055,15,20
fold_01,train,2,17485,30081,0,1-2,0.8441109301577093,15,2
fold_01,train,2,17549,17549,1,1-2,0.930288439678323,4,5
fold_01,train,2,17549,9865,0,1-2,0.8164161381922213,4,25
fold_01,train,2,17595,17595,1,1-2,0.8963490397029741,14,30
fold_01,train,2,17595,40979,0,1-2,0.8717336924171997,14,18
fold_01,train,2,17776,17776,1,1-2,0.9362184729920241,12,14
fold_01,train,2,17776,24264,0,1-2,0.7631619595198469,12,27
fold_01,train,2,17934,17934,1,1-2,0.9431344532777486,21,23
fold_01,train,2,17934,56850,0,1-2,0.8696964195185166,21,14
fold_01,train,2,17942,17942,1,1-2,0.888798662586886,21,21
fold_01,train,2,17942,9722,0,1-2,0.8744348345054518,21,11
fold_01,train,2,18268,18268,1,1-2,0.8899027411909036,15,15
fold_01,train,2,18268,51185,0,1-2,0.8227354244744719,15,19
fold_01,train,2,18434,18434,1,1-2,0.9638835665715474,8,8
fold_01,train,2,18434,46523,0,1-2,0.905365232473075,8,19
fold_01,train,2,18483,18483,1,1-2,0.8933915420828338,6,22
fold_01,train,2,18483,24846,0,1-2,0.8135469523014982,6,13
fold_01,train,2,18505,18505,1,1-2,0.9291088916028236,6,21
fold_01,train,2,18505,24640,0,1-2,0.8044113984016464,6,20
fold_01,train,2,18543,18543,1,1-2,0.8675464027394625,8,8
fold_01,train,2,18543,59023,0,1-2,0.8243567097903084,8,17
fold_01,train,2,18690,18690,1,1-2,0.9571667820744832,10,18
fold_01,train,2,18690,66278,0,1-2,0.8401162467377316,10,10
fold_01,train,2,18796,18796,1,1-2,0.8464957451335393,2,16
fold_01,train,2,18796,55857,0,1-2,0.9340168863885887,2,23
fold_01,train,2,19074,19074,1,1-2,0.8799113807316712,17,18
fold_01,train,2,19074,16344,0,1-2,0.8460156890090469,17,6
fold_01,train,2,19181,19181,1,1-2,0.9609971331950039,1,1
fold_01,train,2,19181,3049,0,1-2,0.914288932520629,1,9
fold_01,train,2,19199,19199,1,1-2,0.9385879049278805,3,12
fold_01,train,2,19199,10064,0,1-2,0.8182718480109447,3,6
fold_01,train,2,19200,19200,1,1-2,0.9497343997310992,11,12
fold_01,train,2,19200,61748,0,1-2,0.7580853119517404,11,2
fold_01,train,2,19292,19292,1,1-2,0.9283684744498477,6,6
fold_01,train,2,19292,31964,0,1-2,0.8218547395384737,6,6
fold_01,train,2,19436,19436,1,1-2,0.9255626666939513,6,26
fold_01,train,2,19436,52070,0,1-2,0.9046058407353492,6,18
fold_01,train,2,19690,19690,1,1-2,0.9089538162690604,13,16
fold_01,train,2,19690,63825,0,1-2,0.8779595347591991,13,25
fold_01,train,2,19933,19933,1,1-2,0.9242544255999844,5,6
fold_01,train,2,19933,66946,0,1-2,0.8407880724623727,5,26
fold_01,train,2,20054,20054,1,1-2,0.9110996685124277,9,24
fold_01,train,2,20054,72312,0,1-2,0.7581880810157924,9,5
fold_01,train,2,20080,20080,1,1-2,0.9311365258213413,12,12
fold_01,train,2,20080,43445,0,1-2,0.738727221663443,12,8
fold_01,train,2,20206,20206,1,1-2,0.9203859189950413,16,26
fold_01,train,2,20206,57838,0,1-2,0.7815180569498296,16,12
fold_01,train,2,20223,20223,1,1-2,0.9194448521299344,21,23
fold_01,train,2,20223,5602,0,1-2,0.8605576234343792,21,2
fold_01,train,2,20265,20265,1,1-2,0.9306784975913763,20,20
fold_01,train,2,20265,70505,0,1-2,0.7158792479930972,20,15
fold_01,train,2,20307,20307,1,1-2,0.8976171465979456,8,8
fold_01,train,2,20307,12922,0,1-2,0.8613183620722029,8,20
fold_01,train,2,20442,20442,1,1-2,0.935053715406587,10,14
fold_01,train,2,20442,31659,0,1-2,0.8188275434686076,10,18
fold_01,train,2,20633,20633,1,1-2,0.9548442424974084,6,6
fold_01,train,2,20633,62209,0,1-2,0.8270847405817245,6,5
fold_01,train,2,20650,20650,1,1-2,0.9087145897425674,13,15
fold_01,train,2,20650,7207,0,1-2,0.8257874589429667,13,3
fold_01,train,2,20738,20738,1,1-2,0.9414950510772422,10,24
fold_01,train,2,20738,56454,0,1-2,0.7383273492302366,10,6
fold_01,train,2,20820,20820,1,1-2,0.9000528350682603,8,20
fold_01,train,2,20820,57822,0,1-2,0.8026116806441195,8,26
fold_01,train,2,21108,21108,1,1-2,0.9130600482051594,2,7
fold_01,train,2,21108,68311,0,1-2,0.7987474167789814,2,29
fold_01,train,2,21192,21192,1,1-2,0.9251091578917189,9,9
fold_01,train,2,21192,22967,0,1-2,0.8337999553804583,9,3
fold_01,train,2,21194,21194,1,1-2,0.9515647577208821,16,17
fold_01,train,2,21194,23729,0,1-2,0.8294909783821202,16,6
fold_01,train,2,21218,21218,1,1-2,0.8743034440234583,16,20
fold_01,train,2,21218,19074,0,1-2,0.8800390157474717,16,18
fold_01,train,2,21253,21253,1,1-2,0.9273091891342913,7,29
fold_01,train,2,21253,19436,0,1-2,0.7700323470402034,7,26
fold_01,train,2,21279,21279,1,1-2,0.9532021985346179,3,4
fold_01,train,2,21279,67742,0,1-2,0.7947719991486591,3,12
fold_01,train,2,21508,21508,1,1-2,0.914427446735885,6,28
fold_01,train,2,21508,55005,0,1-2,0.803626306545156,6,20
fold_01,train,2,21526,21526,1,1-2,0.9594566796975075,10,30
fold_01,train,2,21526,5034,0,1-2,0.827029595727294,10,18
fold_01,train,2,21601,21601,1,1-2,0.9372328124247922,1,1
fold_01,train,2,21601,14179,0,1-2,0.8554778465437055,1,24
